transaction_id,customer_id,customer_name,customer_email,customer_country,product_id,product_name,product_category,product_price,quantity,amount,transaction_date
119,20,Customer_20,cust20@example.com,AU,1,Laptop,Electronics,1200.0,3,3600.0,2025-08-26
120,34,Customer_34,cust34@example.com,UK,4,Keyboard,Accessories,100.0,2,200.0,2025-02-17
121,3,Customer_3,cust3@example.com,AU,1,Laptop,Electronics,1200.0,3,3600.0,2025-05-03
122,9,Customer_9,cust9@example.com,US,5,Mouse,Accessories,50.0,5,250.0,2025-06-21
123,33,Customer_33,cust33@example.com,US,1,Laptop,Electronics,1200.0,5,6000.0,2025-04-15
124,46,Customer_46,cust46@example.com,US,2,Phone,Electronics,800.0,2,1600.0,2025-07-02
125,14,Customer_14,cust14@example.com,CA,1,Laptop,Electronics,1200.0,1,1200.0,2025-07-14
126,13,Customer_13,cust13@example.com,US,4,Keyboard,Accessories,100.0,5,500.0,2025-03-02
127,5,Customer_5,cust5@example.com,US,5,Mouse,Accessories,50.0,5,250.0,2025-07-15
128,10,Customer_10,cust10@example.com,CA,3,Monitor,Electronics,400.0,2,800.0,2025-09-14
129,42,Customer_42,cust42@example.com,CA,2,Phone,Electronics,800.0,2,1600.0,2025-10-26
130,45,Customer_45,cust45@example.com,AU,4,Keyboard,Accessories,100.0,4,400.0,2025-11-30
131,23,Customer_23,cust23@example.com,CA,5,Mouse,Accessories,50.0,3,150.0,2025-10-08
132,39,Customer_39,cust39@example.com,AU,3,Monitor,Electronics,400.0,3,1200.0,2025-10-06
133,20,Customer_20,cust20@example.com,AU,2,Phone,Electronics,800.0,4,3200.0,2025-11-30
134,22,Customer_22,cust22@example.com,AU,4,Keyboard,Accessories,100.0,3,300.0,2025-02-06
135,36,Customer_36,cust36@example.com,CA,1,Laptop,Electronics,1200.0,5,6000.0,2025-04-02
136,11,Customer_11,cust11@example.com,CA,1,Laptop,Electronics,1200.0,4,4800.0,2025-02-03
137,16,Customer_16,cust16@example.com,UK,1,Laptop,Electronics,1200.0,5,6000.0,2025-01-15
138,2,Customer_2,cust2@example.com,US,4,Keyboard,Accessories,100.0,5,500.0,2025-08-06
139,48,Customer_48,cust48@example.com,AU,3,Monitor,Electronics,400.0,2,800.0,2026-01-01
140,5,Customer_5,cust5@example.com,US,3,Monitor,Electronics,400.0,2,800.0,2025-04-23
141,26,Customer_26,cust26@example.com,AU,5,Mouse,Accessories,50.0,4,200.0,2025-11-05
142,29,Customer_29,cust29@example.com,AU,2,Phone,Electronics,800.0,1,800.0,2025-12-17
143,38,Customer_38,cust38@example.com,AU,2,Phone,Electronics,800.0,2,1600.0,2025-12-05
144,26,Customer_26,cust26@example.com,AU,1,Laptop,Electronics,1200.0,4,4800.0,2025-12-28
145,36,Customer_36,cust36@example.com,CA,3,Monitor,Electronics,400.0,1,400.0,2025-02-19
146,32,Customer_32,cust32@example.com,CA,4,Keyboard,Accessories,100.0,5,500.0,2025-04-23
147,34,Customer_34,cust34@example.com,UK,4,Keyboard,Accessories,100.0,5,500.0,2025-06-21
148,50,Customer_50,cust50@example.com,UK,5,Mouse,Accessories,50.0,5,250.0,2025-11-23
149,21,Customer_21,cust21@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-06-26
150,5,Customer_5,cust5@example.com,US,3,Monitor,Electronics,400.0,2,800.0,2025-11-06
151,8,Customer_8,cust8@example.com,US,2,Phone,Electronics,800.0,4,3200.0,2025-07-23
152,23,Customer_23,cust23@example.com,CA,1,Laptop,Electronics,1200.0,5,6000.0,2025-02-06
153,25,Customer_25,cust25@example.com,UK,4,Keyboard,Accessories,100.0,4,400.0,2025-09-30
154,3,Customer_3,cust3@example.com,AU,3,Monitor,Electronics,400.0,4,1600.0,2025-04-10
155,33,Customer_33,cust33@example.com,US,2,Phone,Electronics,800.0,5,4000.0,2025-05-30
156,16,Customer_16,cust16@example.com,UK,5,Mouse,Accessories,50.0,2,100.0,2025-01-12
157,49,Customer_49,cust49@example.com,CA,3,Monitor,Electronics,400.0,1,400.0,2025-10-04
158,43,Customer_43,cust43@example.com,AU,3,Monitor,Electronics,400.0,5,2000.0,2025-04-28
159,18,Customer_18,cust18@example.com,US,2,Phone,Electronics,800.0,5,4000.0,2025-03-09
160,47,Customer_47,cust47@example.com,UK,4,Keyboard,Accessories,100.0,1,100.0,2025-06-24
161,48,Customer_48,cust48@example.com,AU,3,Monitor,Electronics,400.0,2,800.0,2025-11-18
162,44,Customer_44,cust44@example.com,UK,2,Phone,Electronics,800.0,2,1600.0,2025-04-06
163,14,Customer_14,cust14@example.com,CA,4,Keyboard,Accessories,100.0,5,500.0,2025-02-17
164,35,Customer_35,cust35@example.com,US,4,Keyboard,Accessories,100.0,2,200.0,2025-11-25
165,32,Customer_32,cust32@example.com,CA,1,Laptop,Electronics,1200.0,3,3600.0,2025-09-02
166,4,Customer_4,cust4@example.com,US,3,Monitor,Electronics,400.0,4,1600.0,2025-08-20
167,29,Customer_29,cust29@example.com,AU,4,Keyboard,Accessories,100.0,2,200.0,2025-03-14
168,30,Customer_30,cust30@example.com,US,5,Mouse,Accessories,50.0,3,150.0,2025-04-05
169,11,Customer_11,cust11@example.com,CA,3,Monitor,Electronics,400.0,2,800.0,2025-05-24
170,43,Customer_43,cust43@example.com,AU,5,Mouse,Accessories,50.0,3,150.0,2025-04-04
171,26,Customer_26,cust26@example.com,AU,4,Keyboard,Accessories,100.0,1,100.0,2025-05-11
172,33,Customer_33,cust33@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-07-29
173,48,Customer_48,cust48@example.com,AU,2,Phone,Electronics,800.0,4,3200.0,2025-01-30
174,41,Customer_41,cust41@example.com,US,3,Monitor,Electronics,400.0,1,400.0,2025-06-21
175,45,Customer_45,cust45@example.com,AU,1,Laptop,Electronics,1200.0,2,2400.0,2025-01-31
176,46,Customer_46,cust46@example.com,US,2,Phone,Electronics,800.0,5,4000.0,2025-04-03
177,45,Customer_45,cust45@example.com,AU,5,Mouse,Accessories,50.0,2,100.0,2025-12-29
178,11,Customer_11,cust11@example.com,CA,4,Keyboard,Accessories,100.0,5,500.0,2025-12-23
179,20,Customer_20,cust20@example.com,AU,4,Keyboard,Accessories,100.0,1,100.0,2025-10-21
180,44,Customer_44,cust44@example.com,UK,1,Laptop,Electronics,1200.0,3,3600.0,2025-03-31
181,1,Customer_1,cust1@example.com,US,1,Laptop,Electronics,1200.0,3,3600.0,2025-01-12
182,34,Customer_34,cust34@example.com,UK,2,Phone,Electronics,800.0,3,2400.0,2025-07-12
183,13,Customer_13,cust13@example.com,US,1,Laptop,Electronics,1200.0,5,6000.0,2025-06-08
184,8,Customer_8,cust8@example.com,US,5,Mouse,Accessories,50.0,2,100.0,2025-10-19
185,6,Customer_6,cust6@example.com,US,4,Keyboard,Accessories,100.0,2,200.0,2025-07-04
186,10,Customer_10,cust10@example.com,CA,2,Phone,Electronics,800.0,5,4000.0,2025-04-11
187,25,Customer_25,cust25@example.com,UK,3,Monitor,Electronics,400.0,1,400.0,2025-07-05
188,40,Customer_40,cust40@example.com,UK,4,Keyboard,Accessories,100.0,2,200.0,2025-07-19
189,49,Customer_49,cust49@example.com,CA,3,Monitor,Electronics,400.0,5,2000.0,2025-02-07
190,9,Customer_9,cust9@example.com,US,2,Phone,Electronics,800.0,2,1600.0,2025-06-10
191,42,Customer_42,cust42@example.com,CA,4,Keyboard,Accessories,100.0,4,400.0,2025-08-20
192,35,Customer_35,cust35@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-02-08
193,47,Customer_47,cust47@example.com,UK,2,Phone,Electronics,800.0,5,4000.0,2026-01-04
194,41,Customer_41,cust41@example.com,US,2,Phone,Electronics,800.0,3,2400.0,2025-11-14
195,41,Customer_41,cust41@example.com,US,1,Laptop,Electronics,1200.0,3,3600.0,2025-07-11
196,14,Customer_14,cust14@example.com,CA,1,Laptop,Electronics,1200.0,1,1200.0,2025-01-17
197,49,Customer_49,cust49@example.com,CA,2,Phone,Electronics,800.0,2,1600.0,2025-09-11
198,21,Customer_21,cust21@example.com,US,2,Phone,Electronics,800.0,2,1600.0,2025-10-02
199,43,Customer_43,cust43@example.com,AU,3,Monitor,Electronics,400.0,5,2000.0,2025-09-28
200,42,Customer_42,cust42@example.com,CA,1,Laptop,Electronics,1200.0,1,1200.0,2025-10-04
201,8,Customer_8,cust8@example.com,US,5,Mouse,Accessories,50.0,3,150.0,2025-10-05
202,16,Customer_16,cust16@example.com,UK,1,Laptop,Electronics,1200.0,5,6000.0,2025-11-08
203,37,Customer_37,cust37@example.com,CA,3,Monitor,Electronics,400.0,1,400.0,2025-06-03
204,1,Customer_1,cust1@example.com,US,3,Monitor,Electronics,400.0,4,1600.0,2025-07-28
205,14,Customer_14,cust14@example.com,CA,1,Laptop,Electronics,1200.0,3,3600.0,2025-02-18
206,39,Customer_39,cust39@example.com,AU,3,Monitor,Electronics,400.0,2,800.0,2025-11-25
207,28,Customer_28,cust28@example.com,CA,2,Phone,Electronics,800.0,4,3200.0,2025-06-14
208,34,Customer_34,cust34@example.com,UK,5,Mouse,Accessories,50.0,5,250.0,2025-07-25
209,26,Customer_26,cust26@example.com,AU,5,Mouse,Accessories,50.0,5,250.0,2025-09-13
210,47,Customer_47,cust47@example.com,UK,4,Keyboard,Accessories,100.0,2,200.0,2025-12-21
211,4,Customer_4,cust4@example.com,US,4,Keyboard,Accessories,100.0,5,500.0,2025-07-16
212,11,Customer_11,cust11@example.com,CA,5,Mouse,Accessories,50.0,5,250.0,2025-04-16
213,27,Customer_27,cust27@example.com,CA,1,Laptop,Electronics,1200.0,3,3600.0,2025-08-13
214,19,Customer_19,cust19@example.com,AU,5,Mouse,Accessories,50.0,1,50.0,2025-06-11
215,3,Customer_3,cust3@example.com,AU,2,Phone,Electronics,800.0,2,1600.0,2025-11-05
216,8,Customer_8,cust8@example.com,US,1,Laptop,Electronics,1200.0,5,6000.0,2025-02-05
217,25,Customer_25,cust25@example.com,UK,3,Monitor,Electronics,400.0,4,1600.0,2025-01-27
218,6,Customer_6,cust6@example.com,US,5,Mouse,Accessories,50.0,1,50.0,2025-07-14
219,8,Customer_8,cust8@example.com,US,1,Laptop,Electronics,1200.0,4,4800.0,2025-05-08
220,35,Customer_35,cust35@example.com,US,2,Phone,Electronics,800.0,4,3200.0,2026-01-08
221,9,Customer_9,cust9@example.com,US,4,Keyboard,Accessories,100.0,4,400.0,2025-08-04
222,33,Customer_33,cust33@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-03-13
223,24,Customer_24,cust24@example.com,CA,3,Monitor,Electronics,400.0,3,1200.0,2025-07-29
224,24,Customer_24,cust24@example.com,CA,1,Laptop,Electronics,1200.0,4,4800.0,2025-08-26
225,29,Customer_29,cust29@example.com,AU,5,Mouse,Accessories,50.0,5,250.0,2025-07-16
226,50,Customer_50,cust50@example.com,UK,1,Laptop,Electronics,1200.0,3,3600.0,2025-06-11
227,45,Customer_45,cust45@example.com,AU,3,Monitor,Electronics,400.0,3,1200.0,2025-04-10
228,10,Customer_10,cust10@example.com,CA,4,Keyboard,Accessories,100.0,1,100.0,2025-03-12
229,36,Customer_36,cust36@example.com,CA,2,Phone,Electronics,800.0,5,4000.0,2025-10-01
230,14,Customer_14,cust14@example.com,CA,3,Monitor,Electronics,400.0,5,2000.0,2025-09-27
231,33,Customer_33,cust33@example.com,US,2,Phone,Electronics,800.0,2,1600.0,2025-05-06
232,1,Customer_1,cust1@example.com,US,5,Mouse,Accessories,50.0,1,50.0,2025-12-15
233,21,Customer_21,cust21@example.com,US,1,Laptop,Electronics,1200.0,1,1200.0,2025-05-21
234,7,Customer_7,cust7@example.com,US,2,Phone,Electronics,800.0,4,3200.0,2025-01-24
235,11,Customer_11,cust11@example.com,CA,3,Monitor,Electronics,400.0,1,400.0,2025-06-21
236,21,Customer_21,cust21@example.com,US,4,Keyboard,Accessories,100.0,5,500.0,2025-11-04
237,18,Customer_18,cust18@example.com,US,3,Monitor,Electronics,400.0,3,1200.0,2025-11-04
238,46,Customer_46,cust46@example.com,US,3,Monitor,Electronics,400.0,4,1600.0,2025-08-13
239,7,Customer_7,cust7@example.com,US,1,Laptop,Electronics,1200.0,4,4800.0,2025-03-03
240,49,Customer_49,cust49@example.com,CA,3,Monitor,Electronics,400.0,5,2000.0,2026-01-05
241,13,Customer_13,cust13@example.com,US,5,Mouse,Accessories,50.0,3,150.0,2025-06-07
242,44,Customer_44,cust44@example.com,UK,1,Laptop,Electronics,1200.0,2,2400.0,2025-07-06
243,46,Customer_46,cust46@example.com,US,4,Keyboard,Accessories,100.0,1,100.0,2025-12-07
244,34,Customer_34,cust34@example.com,UK,1,Laptop,Electronics,1200.0,5,6000.0,2025-06-11
245,47,Customer_47,cust47@example.com,UK,5,Mouse,Accessories,50.0,5,250.0,2025-10-26
246,32,Customer_32,cust32@example.com,CA,1,Laptop,Electronics,1200.0,5,6000.0,2025-04-05
247,37,Customer_37,cust37@example.com,CA,2,Phone,Electronics,800.0,2,1600.0,2025-02-10
248,35,Customer_35,cust35@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-09-01
249,49,Customer_49,cust49@example.com,CA,5,Mouse,Accessories,50.0,2,100.0,2025-07-06
250,42,Customer_42,cust42@example.com,CA,2,Phone,Electronics,800.0,2,1600.0,2025-03-26
251,22,Customer_22,cust22@example.com,AU,2,Phone,Electronics,800.0,3,2400.0,2025-04-25
252,46,Customer_46,cust46@example.com,US,2,Phone,Electronics,800.0,2,1600.0,2025-04-19
253,36,Customer_36,cust36@example.com,CA,2,Phone,Electronics,800.0,1,800.0,2025-07-27
254,21,Customer_21,cust21@example.com,US,3,Monitor,Electronics,400.0,4,1600.0,2025-07-26
255,25,Customer_25,cust25@example.com,UK,2,Phone,Electronics,800.0,4,3200.0,2025-03-10
256,45,Customer_45,cust45@example.com,AU,1,Laptop,Electronics,1200.0,3,3600.0,2025-12-23
257,42,Customer_42,cust42@example.com,CA,2,Phone,Electronics,800.0,3,2400.0,2025-05-12
258,2,Customer_2,cust2@example.com,US,1,Laptop,Electronics,1200.0,1,1200.0,2025-10-29
259,38,Customer_38,cust38@example.com,AU,2,Phone,Electronics,800.0,1,800.0,2025-06-30
260,17,Customer_17,cust17@example.com,CA,1,Laptop,Electronics,1200.0,3,3600.0,2025-02-23
261,23,Customer_23,cust23@example.com,CA,5,Mouse,Accessories,50.0,4,200.0,2025-04-01
262,12,Customer_12,cust12@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-09-10
263,33,Customer_33,cust33@example.com,US,4,Keyboard,Accessories,100.0,1,100.0,2025-07-17
264,34,Customer_34,cust34@example.com,UK,3,Monitor,Electronics,400.0,3,1200.0,2025-11-04
265,36,Customer_36,cust36@example.com,CA,3,Monitor,Electronics,400.0,3,1200.0,2025-07-05
266,8,Customer_8,cust8@example.com,US,4,Keyboard,Accessories,100.0,3,300.0,2025-07-23
267,50,Customer_50,cust50@example.com,UK,2,Phone,Electronics,800.0,2,1600.0,2025-05-26
268,45,Customer_45,cust45@example.com,AU,3,Monitor,Electronics,400.0,2,800.0,2025-11-08
269,40,Customer_40,cust40@example.com,UK,2,Phone,Electronics,800.0,2,1600.0,2025-04-20
270,48,Customer_48,cust48@example.com,AU,5,Mouse,Accessories,50.0,4,200.0,2025-01-26
271,22,Customer_22,cust22@example.com,AU,2,Phone,Electronics,800.0,3,2400.0,2025-05-19
272,32,Customer_32,cust32@example.com,CA,3,Monitor,Electronics,400.0,2,800.0,2025-04-22
273,18,Customer_18,cust18@example.com,US,5,Mouse,Accessories,50.0,2,100.0,2025-04-27
274,17,Customer_17,cust17@example.com,CA,3,Monitor,Electronics,400.0,5,2000.0,2025-02-10
275,20,Customer_20,cust20@example.com,AU,1,Laptop,Electronics,1200.0,3,3600.0,2025-09-24
276,40,Customer_40,cust40@example.com,UK,2,Phone,Electronics,800.0,4,3200.0,2025-10-13
